"geid","gseason","gweek","htabbr","hthwr","htowr","htcwr","hthtor","hthtop","atabbr","atawr","atowr","atcwr","atator","atatop","gw"
"2010091211",2010,1,"SEA",0.5,0.3125,0.3125,1.75,0.4712499976158142,"SF",0.125,0.4375,0.5,1.75,0.4704166650772095,"h"
"2010091212",2010,1,"WAS",0.375,0.25,0.25,2.25,0.4670615792274475,"DAL",0.5,0.625,0.6875,1.375,0.5459327697753906,"h"
"2010091300",2010,1,"NYJ",0.375,0.5,0.5625,2.375,0.5199897289276123,"BAL",0.375,0.5625,0.5625,1.75,0.4695138931274414,"a"
"2010091301",2010,1,"KC",0.25,0.3125,0.25,1.625,0.4364604651927948,"SD",0.75,0.75,0.8125,0.75,0.5178124904632568,"h"
"2010091900",2010,2,"WAS",0.25,0.1875,0.29411765933036804,1.75,0.46227145195007324,"HOU",0.625,0.625,0.5882353186607361,2,0.5622901320457458,"a"
"2010091901",2010,2,"GB",0.75,0.6875,0.7058823704719543,0.75,0.574340283870697,"BUF",0.375,0.3125,0.3529411852359772,2.25,0.4543505311012268,"h"
"2010091902",2010,2,"MIN",0.875,0.625,0.7058823704719543,1.125,0.5934374928474426,"MIA",0.625,0.5625,0.47058823704719543,1.75,0.5164642930030823,"a"
"2010091903",2010,2,"CLE",0.375,0.3125,0.29411765933036804,1.375,0.4868979752063751,"KC",0.5,0.375,0.29411765933036804,1.75,0.4796527624130249,"a"
"2010091904",2010,2,"TEN",0.75,0.5625,0.529411792755127,2,0.49190378189086914,"PIT",0.5,0.625,0.5882353186607361,1.375,0.5480927228927612,"a"
"2010091905",2010,2,"DAL",0.75,0.625,0.6470588445663452,1,0.5569097399711609,"CHI",0.375,0.5,0.47058823704719543,2.875,0.4556597173213959,"a"
"2010091906",2010,2,"DET",0.25,0.125,0.11764705926179886,2,0.5060069561004639,"PHI",0.625,0.6875,0.6470588445663452,0.75,0.45982638001441956,"a"
"2010091907",2010,2,"ATL",0.75,0.5625,0.529411792755127,1.375,0.5071180462837219,"ARI",0.625,0.5625,0.6470588445663452,2.75,0.46753472089767456,"h"
"2010091908",2010,2,"CAR",0.625,0.5,0.47058823704719543,1.5,0.5214236378669739,"TB",0.375,0.3125,0.23529411852359772,2,0.5192594528198242,"a"
"2010091909",2010,2,"DEN",0.5,0.4375,0.47058823704719543,1.625,0.5089336633682251,"SEA",0.125,0.3125,0.3529411852359772,2.25,0.42885416746139526,"h"
"2010091910",2010,2,"OAK",0.375,0.3125,0.29411765933036804,2.375,0.48895832896232605,"STL",0.125,0.0625,0.05882352963089943,2.25,0.4542200565338135,"h"
"2010091911",2010,2,"NYJ",0.375,0.5,0.529411792755127,2.125,0.5197814106941223,"NE",0.25,0.625,0.6470588445663452,2,0.49488580226898193,"h"
"2010091912",2010,2,"CIN",0.875,0.625,0.5882353186607361,1,0.5636110901832581,"BAL",0.375,0.5625,0.5882353186607361,2,0.47090277075767517,"h"
"2010091913",2010,2,"SD",0.875,0.8125,0.7647058963775635,1.375,0.49649304151535034,"JAC",0.25,0.5,0.47058823704719543,2.125,0.46225693821907043,"h"
"2010091914",2010,2,"IND",0.875,0.8125,0.8235294222831726,1.375,0.4801041781902313,"NYG",0.375,0.4375,0.529411792755127,1.875,0.5013194680213928,"h"
"2010092000",2010,2,"SF",0.625,0.375,0.47058823704719543,1.875,0.5093402862548828,"NO",0.875,0.8125,0.8235294222831726,1.5,0.5362717509269714,"a"
"2010092600",2010,3,"NYG",0.375,0.375,0.5,2.875,0.516960084438324,"TEN",0.5,0.625,0.5,2.125,0.4717708230018616,"a"
"2010092601",2010,3,"CAR",0.5,0.4375,0.4444444477558136,1.75,0.5054861307144165,"CIN",0.375,0.625,0.6111111044883728,1.875,0.5173611044883728,"a"
"2010092602",2010,3,"TB",0.25,0.3125,0.2777777910232544,2.375,0.4637152850627899,"PIT",0.625,0.6875,0.6111111044883728,1.5,0.5318427681922913,"a"
"2010092603",2010,3,"NE",1,0.625,0.6111111044883728,1,0.5619791746139526,"BUF",0.375,0.3125,0.3333333432674408,2.125,0.464663028717041,"h"
"2010092604",2010,3,"BAL",0.75,0.5625,0.5555555820465088,1.125,0.5079514980316162,"CLE",0.25,0.3125,0.2777777910232544,2,0.4640972316265106,"h"
"2010092605",2010,3,"MIN",0.875,0.625,0.6666666865348816,1.375,0.593715250492096,"DET",0,0.125,0.1111111119389534,3.125,0.4424305558204651,"h"
"2010092606",2010,3,"NO",0.625,0.75,0.8333333134651184,1.75,0.48082050681114197,"ATL",0.375,0.5625,0.5555555820465088,1.75,0.5240537524223328,"a"
"2010092607",2010,3,"STL",0.125,0.125,0.0555555559694767,1.75,0.5149305462837219,"WAS",0.125,0.1875,0.2777777910232544,1.125,0.4777430593967438,"h"
"2010092608",2010,3,"HOU",0.625,0.625,0.6111111044883728,1.625,0.5165972113609314,"DAL",0.625,0.6875,0.6111111044883728,1.125,0.5443008542060852,"a"
"2010092609",2010,3,"KC",0.375,0.4375,0.3333333432674408,1.625,0.44607850909233093,"SF",0.125,0.375,0.4444444477558136,1.75,0.4669097363948822,"h"
"2010092610",2010,3,"JAC",0.625,0.4375,0.4444444477558136,1.125,0.5484188199043274,"PHI",0.75,0.75,0.6666666865348816,0.75,0.46013888716697693,"a"
"2010092611",2010,3,"DEN",0.375,0.375,0.5,1.75,0.515148937702179,"IND",0.75,0.8125,0.8333333134651184,1.5,0.4709722101688385,"a"
"2010092612",2010,3,"ARI",0.625,0.625,0.6111111044883728,2.25,0.47062501311302185,"OAK",0.25,0.3125,0.3333333432674408,1.625,0.4958333373069763,"h"
"2010092613",2010,3,"SEA",0.625,0.375,0.3333333432674408,1.75,0.45944443345069885,"SD",0.75,0.8125,0.7777777910232544,1.25,0.5519791841506958,"h"
"2010092614",2010,3,"MIA",0.5,0.5625,0.5,1.375,0.5199305415153503,"NYJ",0.625,0.5,0.5555555820465088,1.25,0.49871528148651123,"a"
"2010092700",2010,3,"CHI",0.625,0.5,0.5,1.5,0.4909403920173645,"GB",0.625,0.6875,0.7222222089767456,1.5,0.5545486211776733,"h"
"2010100300",2010,4,"BUF",0.25,0.3125,0.31578946113586426,1.375,0.45673611760139465,"NYJ",0.75,0.5625,0.5789473652839661,0.75,0.5260763764381409,"a"
"2010100301",2010,4,"CLE",0.5,0.375,0.2631579041481018,1.25,0.48607638478279114,"CIN",0.25,0.5625,0.6315789222717285,1.875,0.5067708492279053,"h"
"2010100302",2010,4,"PIT",0.625,0.625,0.6315789222717285,1.375,0.5019270181655884,"BAL",0.5,0.625,0.5789473652839661,2.25,0.48180556297302246,"a"
"2010100303",2010,4,"TEN",0.625,0.5625,0.5263158082962036,2.25,0.4606190621852875,"DEN",0.375,0.375,0.4736842215061188,1.375,0.5079861283302307,"a"
"2010100304",2010,4,"GB",0.875,0.75,0.6842105388641357,1.125,0.5663889050483704,"DET",0,0.125,0.10526315867900848,3.125,0.480798602104187,"h"
"2010100305",2010,4,"ATL",0.75,0.5625,0.5789473652839661,1.375,0.5024999976158142,"SF",0.125,0.375,0.42105263471603394,1.875,0.4693402647972107,"h"
"2010100306",2010,4,"NO",0.625,0.75,0.7894737124443054,2,0.485507994890213,"CAR",0.375,0.4375,0.42105263471603394,2,0.4780208468437195,"h"
"2010100307",2010,4,"STL",0.25,0.1875,0.10526315867900848,1.625,0.5221874713897705,"SEA",0.125,0.375,0.3684210479259491,2.25,0.42065972089767456,"h"
"2010100308",2010,4,"JAC",0.625,0.4375,0.42105263471603394,0.75,0.531701385974884,"IND",0.625,0.75,0.8421052694320679,1.5,0.46388888359069824,"h"
"2010100309",2010,4,"OAK",0.375,0.3125,0.31578946113586426,2.375,0.5030555725097656,"HOU",0.75,0.6875,0.5789473652839661,1.875,0.5540956854820251,"a"
"2010100310",2010,4,"PHI",0.625,0.6875,0.6842105388641357,1.625,0.48180556297302246,"WAS",0.25,0.25,0.2631579041481018,1.125,0.48576387763023376,"a"
"2010100311",2010,4,"SD",0.875,0.8125,0.7368420958518982,1.375,0.5119444727897644,"ARI",0.5,0.5625,0.6315789222717285,2.875,0.4577430486679077,"h"
"2010100312",2010,4,"NYG",0.5,0.4375,0.4736842215061188,2.75,0.5235226154327393,"CHI",0.25,0.4375,0.5263158082962036,3,0.4477083384990692,"h"
"2010100400",2010,4,"MIA",0.375,0.5,0.4736842215061188,1.875,0.5097916722297668,"NE",0.375,0.6875,0.6315789222717285,1.875,0.4979513883590698,"a"
"2010101000",2010,5,"BUF",0.25,0.3125,0.30000001192092896,1,0.44440972805023193,"JAC",0.25,0.4375,0.44999998807907104,2.375,0.4695138931274414,"a"
"2010101001",2010,5,"BAL",0.75,0.625,0.6000000238418579,1,0.5183334350585938,"DEN",0.25,0.3125,0.5,1.5,0.49340277910232544,"h"
"2010101002",2010,5,"IND",0.875,0.75,0.800000011920929,1.375,0.4915972352027893,"KC",0.5,0.4375,0.3684210479259491,1.75,0.4716666638851166,"h"
"2010101003",2010,5,"WAS",0.375,0.3125,0.30000001192092896,1.625,0.47866564989089966,"GB",0.5,0.6875,0.699999988079071,1.75,0.5407932996749878,"h"
"2010101004",2010,5,"DET",0.25,0.125,0.10000000149011612,2,0.4850347340106964,"STL",0.125,0.1875,0.15000000596046448,2.5,0.4711992144584656,"h"
"2010101005",2010,5,"CAR",0.5,0.4375,0.4000000059604645,1.625,0.4951041638851166,"CHI",0.375,0.5,0.5,3.125,0.44024306535720825,"a"
"2010101006",2010,5,"CIN",0.75,0.5,0.6000000238418579,1.5,0.5725347399711609,"TB",0.5,0.375,0.2631579041481018,2.125,0.5179052948951721,"a"
"2010101007",2010,5,"CLE",0.5,0.375,0.30000001192092896,1.375,0.4981597363948822,"ATL",0.5,0.625,0.6000000238418579,1.5,0.5219009518623352,"a"
"2010101008",2010,5,"HOU",0.5,0.625,0.6000000238418579,1.625,0.4893749952316284,"NYG",0.375,0.4375,0.5,2.125,0.49135416746139526,"a"
"2010101009",2010,5,"ARI",0.75,0.625,0.6000000238418579,2,0.4741319417953491,"NO",0.75,0.6875,0.800000011920929,1.875,0.5288759469985962,"h"
"2010101010",2010,5,"DAL",0.625,0.625,0.6315789222717285,1.375,0.5562152862548828,"TEN",0.625,0.625,0.5,1.625,0.4632291793823242,"a"
"2010101011",2010,5,"OAK",0.375,0.3125,0.30000001192092896,2.125,0.49097222089767456,"SD",0.625,0.75,0.75,1.625,0.5520138740539551,"h"
"2010101012",2010,5,"SF",0.5,0.3125,0.4000000059604645,2.5,0.5072569251060486,"PHI",0.75,0.6875,0.6499999761581421,0.875,0.4653819501399994,"a"
"2010101100",2010,5,"NYJ",0.5,0.625,0.6000000238418579,1.375,0.5329861044883728,"MIN",0.25,0.5625,0.6842105388641357,1.875,0.480587363243103,"h"
"2010101700",2010,6,"GB",0.75,0.625,0.6666666865348816,1,0.5345273017883301,"MIA",0.625,0.5,0.44999998807907104,1.75,0.5343675017356873,"a"
"2010101701",2010,6,"STL",0.375,0.25,0.1428571492433548,1.5,0.5249999761581421,"SD",0.5,0.6875,0.7142857313156128,1.5,0.5611805319786072,"h"
"2010101702",2010,6,"NE",1,0.6875,0.6499999761581421,1.125,0.5453715324401855,"BAL",0.5,0.625,0.6190476417541504,2,0.508968710899353,"h"
"2010101703",2010,6,"PIT",0.625,0.625,0.6000000238418579,1,0.4918575584888458,"CLE",0.125,0.3125,0.2857142984867096,2.25,0.4633333384990692,"h"
"2010101704",2010,6,"HOU",0.5,0.625,0.5714285969734192,1.5,0.48114582896232605,"KC",0.375,0.375,0.3499999940395355,1.75,0.4639583230018616,"h"
"2010101705",2010,6,"NYG",0.625,0.5,0.523809552192688,2.75,0.512932300567627,"DET",0,0.125,0.1428571492433548,2.875,0.47663193941116333,"h"
"2010101706",2010,6,"PHI",0.625,0.6875,0.6666666865348816,1.75,0.4997222125530243,"ATL",0.5,0.625,0.6190476417541504,1.375,0.5201995968818665,"h"
"2010101707",2010,6,"CHI",0.5,0.4375,0.523809552192688,1.375,0.4663570821285248,"SEA",0.25,0.4375,0.3499999940395355,2,0.43968749046325684,"a"
"2010101708",2010,6,"TB",0.25,0.375,0.30000001192092896,2.25,0.46552082896232605,"NO",0.75,0.6875,0.761904776096344,1.5,0.5256467461585999,"a"
"2010101709",2010,6,"DEN",0.25,0.25,0.4761904776096344,1.75,0.5081250071525574,"NYJ",0.875,0.6875,0.6190476417541504,1.125,0.5327430367469788,"a"
"2010101710",2010,6,"SF",0.625,0.375,0.380952388048172,2.125,0.5277430415153503,"OAK",0.25,0.3125,0.3333333432674408,1.5,0.5014930367469788,"h"
"2010101711",2010,6,"MIN",0.875,0.5625,0.6499999761581421,1.5,0.5793750286102295,"DAL",0.5,0.5625,0.6000000238418579,1.125,0.5512847304344177,"h"
"2010101712",2010,6,"WAS",0.375,0.3125,0.3333333432674408,1.375,0.48029759526252747,"IND",0.625,0.75,0.8095238208770752,1.875,0.45732638239860535,"a"
"2010101800",2010,6,"JAC",0.5,0.375,0.4761904776096344,1.125,0.5130208134651184,"TEN",0.75,0.6875,0.523809552192688,1.25,0.4775347113609314,"a"
"2010102400",2010,7,"ATL",0.75,0.625,0.5909090638160706,1.375,0.5098611116409302,"CIN",0.125,0.4375,0.5714285969734192,2,0.5093402862548828,"h"
"2010102401",2010,7,"MIA",0.25,0.4375,0.4761904776096344,2,0.5006250143051147,"PIT",0.625,0.625,0.6190476417541504,1.625,0.5389260649681091,"a"
"2010102402",2010,7,"BAL",0.875,0.6875,0.5909090638160706,1,0.5145534873008728,"BUF",0.25,0.25,0.2857142984867096,2.375,0.4723910689353943,"h"
"2010102403",2010,7,"KC",0.5,0.4375,0.3333333432674408,1.625,0.4519418776035309,"JAC",0.25,0.375,0.4545454680919647,2.5,0.4710416793823242,"h"
"2010102404",2010,7,"NO",0.5,0.625,0.7727272510528564,2,0.49036911129951477,"CLE",0.25,0.375,0.27272728085517883,1.75,0.4658333361148834,"a"
"2010102405",2010,7,"CHI",0.5,0.4375,0.5,2,0.4748292863368988,"WAS",0.375,0.375,0.3181818127632141,1.375,0.4867708384990692,"a"
"2010102406",2010,7,"CAR",0.5,0.4375,0.380952388048172,2,0.511631965637207,"SF",0.125,0.375,0.40909090638160706,1.75,0.4640972316265106,"h"
"2010102407",2010,7,"TB",0.375,0.4375,0.2857142984867096,1.875,0.4750347137451172,"STL",0.125,0.25,0.1818181872367859,2.25,0.4688728153705597,"h"
"2010102408",2010,7,"TEN",0.625,0.6875,0.5454545617103577,2.5,0.4507579505443573,"PHI",0.75,0.6875,0.6818181872367859,1.25,0.4732638895511627,"h"
"2010102409",2010,7,"SEA",0.625,0.4375,0.380952388048172,1.875,0.46475693583488464,"ARI",0.375,0.5625,0.6190476417541504,3.375,0.4357638955116272,"h"
"2010102410",2010,7,"SD",0.875,0.6875,0.6818181872367859,1.75,0.5226389169692993,"NE",0.375,0.6875,0.6666666865348816,1.625,0.4819791615009308,"a"
"2010102411",2010,7,"DEN",0.25,0.25,0.4545454680919647,1.75,0.4964583218097687,"OAK",0.375,0.375,0.3181818127632141,1.375,0.520520806312561,"a"
"2010102412",2010,7,"GB",0.875,0.6875,0.6363636255264282,1.25,0.5270273089408875,"MIN",0.125,0.5,0.6666666865348816,2.125,0.4883304238319397,"h"
"2010102500",2010,7,"DAL",0.5,0.5,0.5714285969734192,1.5,0.5429166555404663,"NYG",0.375,0.5,0.5454545617103577,2.5,0.5053819417953491,"a"
"2010103100",2010,8,"SF",0.75,0.4375,0.3913043439388275,1.625,0.5271875262260437,"DEN",0.25,0.25,0.43478259444236755,1.625,0.49350693821907043,"h"
"2010103101",2010,8,"DAL",0.375,0.4375,0.5454545617103577,1.875,0.5276389122009277,"JAC",0.375,0.4375,0.43478259444236755,2.375,0.49666666984558105,"a"
"2010103102",2010,8,"CIN",0.75,0.4375,0.5454545617103577,1.25,0.5782986283302307,"MIA",0.75,0.5,0.4545454680919647,2,0.5392980575561523,"a"
"2010103103",2010,8,"KC",0.625,0.5,0.3636363744735718,1.25,0.45455992221832275,"BUF",0.125,0.1875,0.27272728085517883,2.5,0.4852243959903717,"h"
"2010103104",2010,8,"DET",0.375,0.1875,0.13636364042758942,2.125,0.4841666519641876,"WAS",0.375,0.375,0.3478260934352875,1.5,0.4748958349227905,"h"
"2010103105",2010,8,"STL",0.5,0.3125,0.17391304671764374,1.375,0.5418750047683716,"CAR",0.25,0.375,0.40909090638160706,2.125,0.45965278148651123,"h"
"2010103106",2010,8,"NYJ",0.5,0.6875,0.6363636255264282,1.625,0.5273264050483704,"GB",0.625,0.75,0.6521739363670349,1.375,0.5269044041633606,"a"
"2010103107",2010,8,"SD",0.875,0.6875,0.6521739363670349,1.625,0.5378472208976746,"TEN",0.75,0.6875,0.5652173757553101,0.625,0.48006945848464966,"h"
"2010103108",2010,8,"NE",1,0.6875,0.6818181872367859,1.125,0.5159271359443665,"MIN",0.125,0.5,0.6363636255264282,2,0.48451098799705505,"h"
"2010103109",2010,8,"ARI",0.625,0.5,0.5909090638160706,2.375,0.480243057012558,"TB",0.625,0.5,0.3181818127632141,2,0.5094330906867981,"a"
"2010103110",2010,8,"OAK",0.5,0.4375,0.3478260934352875,1.625,0.5160069465637207,"SEA",0.25,0.4375,0.40909090638160706,1.875,0.4301736056804657,"h"
"2010103111",2010,8,"NO",0.5,0.625,0.739130437374115,2,0.5039802193641663,"PIT",0.5,0.5625,0.6363636255264282,1.625,0.5240302681922913,"h"
"2010110100",2010,8,"IND",0.875,0.75,0.8181818127632141,1.375,0.49753472208976746,"HOU",0.625,0.5625,0.5909090638160706,1.875,0.5277068018913269,"h"
"2010110700",2010,9,"DET",0.375,0.1875,0.17391304671764374,2,0.4831395447254181,"NYJ",0.875,0.6875,0.6086956262588501,1.375,0.5171034932136536,"a"
"2010110701",2010,9,"BAL",0.875,0.6875,0.6086956262588501,1,0.5244492888450623,"MIA",0.625,0.4375,0.47826087474823,2.375,0.5207216739654541,"h"
"2010110702",2010,9,"CLE",0.625,0.4375,0.30434781312942505,1.25,0.5182986259460449,"NE",0.375,0.6875,0.695652186870575,1.75,0.45454859733581543,"h"
"2010110703",2010,9,"HOU",0.5,0.5625,0.5652173757553101,1.625,0.4939236044883728,"SD",0.5,0.6875,0.6666666865348816,1.75,0.5368402600288391,"a"
"2010110704",2010,9,"BUF",0.25,0.1875,0.260869562625885,1.125,0.46090278029441833,"CHI",0.5,0.5,0.47826087474823,2.75,0.4560416638851166,"a"
"2010110705",2010,9,"MIN",0.875,0.5,0.6086956262588501,1.625,0.5889770984649658,"ARI",0.25,0.4375,0.5652173757553101,3.25,0.42196038365364075,"h"
"2010110706",2010,9,"ATL",0.75,0.625,0.6086956262588501,1.25,0.5257638692855835,"TB",0.625,0.5,0.3478260934352875,2,0.5034608840942383,"h"
"2010110707",2010,9,"CAR",0.5,0.375,0.3913043439388275,2.125,0.5030208230018616,"NO",0.75,0.625,0.75,1.25,0.5396398305892944,"a"
"2010110708",2010,9,"SEA",0.625,0.4375,0.3913043439388275,2,0.46531251072883606,"NYG",0.5,0.5625,0.5652173757553101,2.375,0.5443055629730225,"a"
"2010110709",2010,9,"PHI",0.625,0.6875,0.6521739363670349,1.5,0.5151041746139526,"IND",0.5,0.6875,0.8260869383811951,1.75,0.4589236080646515,"h"
"2010110710",2010,9,"OAK",0.625,0.5,0.375,1.75,0.5102863311767578,"KC",0.375,0.5,0.3913043439388275,2,0.4803386926651001,"h"
"2010110711",2010,9,"GB",0.875,0.75,0.6666666865348816,1.25,0.5311245322227478,"DAL",0.375,0.375,0.52173912525177,1.5,0.5311458110809326,"h"
"2010110800",2010,9,"CIN",0.625,0.375,0.52173912525177,1.5,0.5602083206176758,"PIT",0.625,0.625,0.6086956262588501,1.5,0.5084721446037292,"a"
"2010111100",2010,10,"ATL",0.75,0.625,0.625,1.125,0.5331597328186035,"BAL",0.375,0.625,0.625,2.25,0.49504512548446655,"h"
"2010111400",2010,10,"MIA",0.375,0.5,0.4583333432674408,1.75,0.5133333206176758,"TEN",0.625,0.625,0.5416666865348816,1,0.4816666543483734,"h"
"2010111401",2010,10,"CLE",0.625,0.4375,0.3333333432674408,1.375,0.5006780028343201,"NYJ",1,0.75,0.625,0.875,0.5540643930435181,"a"
"2010111402",2010,10,"IND",0.875,0.6875,0.7916666865348816,1.125,0.49829861521720886,"CIN",0.125,0.375,0.5,2.125,0.5005555748939514,"h"
"2010111403",2010,10,"JAC",0.5,0.4375,0.4583333432674408,0.875,0.5109027624130249,"HOU",0.5,0.5,0.5416666865348816,1.625,0.49746373295783997,"h"
"2010111404",2010,10,"CHI",0.625,0.5625,0.5,2.125,0.4864959716796875,"MIN",0,0.4375,0.625,2.25,0.48010125756263733,"h"
"2010111405",2010,10,"TB",0.375,0.5,0.3333333432674408,2,0.4888194501399994,"CAR",0.125,0.3125,0.375,2.25,0.4506944417953491,"h"
"2010111406",2010,10,"BUF",0.25,0.1875,0.25,1.125,0.4595833420753479,"DET",0,0.1875,0.1666666716337204,2.875,0.4824305474758148,"h"
"2010111407",2010,10,"DEN",0.375,0.3125,0.4166666567325592,1.375,0.5089930295944214,"KC",0.25,0.4375,0.375,1.75,0.4864845275878906,"h"
"2010111408",2010,10,"NYG",0.5,0.5,0.5833333134651184,3,0.5289930701255798,"DAL",0.5,0.4375,0.5,1.25,0.527222216129303,"a"
"2010111409",2010,10,"ARI",0.625,0.4375,0.5416666865348816,1.875,0.47583332657814026,"SEA",0.375,0.5,0.375,1.75,0.4661458432674408,"a"
"2010111410",2010,10,"SF",0.75,0.4375,0.4166666567325592,1.5,0.5194154977798462,"STL",0.125,0.3125,0.2083333283662796,2.125,0.4896470010280609,"h"
"2010111411",2010,10,"PIT",0.5,0.5625,0.625,1,0.5033159255981445,"NE",0.5,0.75,0.6666666865348816,1.375,0.4507986009120941,"a"
"2010111500",2010,10,"WAS",0.25,0.3125,0.3333333432674408,1.75,0.4513392448425293,"PHI",0.75,0.6875,0.6666666865348816,0.875,0.4883333444595337,"a"
"2010111800",2010,11,"MIA",0.25,0.4375,0.47999998927116394,1.625,0.4944097101688385,"CHI",0.625,0.625,0.5199999809265137,2.25,0.47562500834465027,"a"
"2010112100",2010,11,"CAR",0.375,0.25,0.36000001430511475,2.125,0.495763897895813,"BAL",0.5,0.6875,0.6000000238418579,2,0.5157048106193542,"a"
"2010112101",2010,11,"NYJ",0.625,0.8125,0.6399999856948853,1.5,0.5386458039283752,"HOU",0.5,0.5,0.5199999809265137,1.375,0.4789915084838867,"h"
"2010112102",2010,11,"CIN",0.5,0.3125,0.47999998927116394,1.75,0.5438541769981384,"BUF",0.25,0.25,0.2800000011920929,2.5,0.48352301120758057,"a"
"2010112103",2010,11,"PIT",0.625,0.625,0.6000000238418579,1,0.5073089599609375,"OAK",0.375,0.5,0.4000000059604645,1.625,0.5172916650772095,"h"
"2010112104",2010,11,"JAC",0.5,0.4375,0.47999998927116394,1.5,0.5137152671813965,"CLE",0.25,0.4375,0.3199999928474426,1.25,0.4782291650772095,"h"
"2010112105",2010,11,"DAL",0.375,0.4375,0.5199999809265137,1.75,0.5247916579246521,"DET",0,0.1875,0.1599999964237213,2.875,0.5006250143051147,"h"
"2010112106",2010,11,"MIN",0.75,0.375,0.6000000238418579,1.875,0.5567895770072937,"GB",0.625,0.75,0.6800000071525574,1.125,0.5254113674163818,"a"
"2010112107",2010,11,"NO",0.5,0.625,0.7599999904632568,2.125,0.5185982584953308,"SEA",0.25,0.4375,0.4000000059604645,1.875,0.46569445729255676,"h"
"2010112108",2010,11,"TEN",0.5,0.5625,0.5199999809265137,2.625,0.4357067346572876,"WAS",0.5,0.375,0.3199999928474426,1.5,0.49060678482055664,"a"
"2010112109",2010,11,"KC",0.625,0.4375,0.36000001430511475,1.125,0.47001388669013977,"ARI",0.25,0.4375,0.5199999809265137,3.25,0.4292173385620117,"h"
"2010112110",2010,11,"STL",0.5,0.3125,0.20000000298023224,1.25,0.5221874713897705,"ATL",0.625,0.6875,0.6399999856948853,1.125,0.5286718010902405,"a"
"2010112111",2010,11,"SF",0.625,0.375,0.4399999976158142,1.75,0.5046932697296143,"TB",0.75,0.5625,0.36000001430511475,1.875,0.520127534866333,"a"
"2010112112",2010,11,"NE",1,0.75,0.6800000071525574,1,0.519607663154602,"IND",0.375,0.625,0.800000011920929,1.875,0.46145832538604736,"h"
"2010112113",2010,11,"PHI",0.75,0.75,0.6800000071525574,1.5,0.5271875262260437,"NYG",0.5,0.5,0.5600000023841858,2.625,0.5242708325386047,"h"
"2010112200",2010,11,"SD",0.875,0.6875,0.6800000071525574,1.75,0.5460416674613953,"DEN",0.25,0.3125,0.4399999976158142,1.5,0.496423602104187,"h"
"2010112500",2010,12,"DET",0.25,0.125,0.1538461595773697,2,0.49532705545425415,"NE",0.625,0.8125,0.692307710647583,1.125,0.4539930522441864,"a"
"2010112501",2010,12,"DAL",0.25,0.375,0.5384615659713745,2.125,0.5319791436195374,"NO",0.75,0.625,0.7692307829856873,1.5,0.5248828530311584,"a"
"2010112502",2010,12,"NYJ",0.625,0.8125,0.6538461446762085,1.25,0.539027750492096,"CIN",0.125,0.3125,0.4615384638309479,2.375,0.4979861080646515,"h"
"2010112800",2010,12,"NYG",0.5,0.5,0.5384615659713745,2.75,0.5360416769981384,"JAC",0.25,0.375,0.5,2.5,0.5056944489479065,"h"
"2010112801",2010,12,"BUF",0.25,0.25,0.3076923191547394,1.125,0.45488685369491577,"PIT",0.75,0.6875,0.6153846383094788,1.5,0.5206686854362488,"a"
"2010112802",2010,12,"HOU",0.625,0.5625,0.5,1.25,0.5102083086967468,"TEN",0.5,0.5,0.5,1.25,0.4566666781902313,"h"
"2010112803",2010,12,"WAS",0.25,0.375,0.3461538553237915,1.375,0.4484096169471741,"MIN",0.125,0.4375,0.5769230723381042,2,0.48385125398635864,"a"
